Batch_ID,Plant_City,Production_Line,Machine_ID,Product_Category,SKU,Shift,Supervisor_ID,Batch_Start,Batch_End,Planned_Output_Units,Actual_Output_Units,Good_Units,Rework_Units,Scrap_Units,Scrap_Reason,Downtime_Minutes,Downtime_Reason,Energy_kWh,Water_Liters,Unit_Weight_kg,Material_Input_kg,Output_kg,Yield_pct,QA_Score,QA_Result,Ambient_Temp_C,Humidity_pct,Supplier,Raw_Material_Lot,Maintenance_Flag
BAT-104313,Bengaluru,BL-01,MC-BL-01-4,Beverages,Juice_1L,C,SUP-BE-24,2025-06-14 03:30:00,2025-06-14 05:12:00,3268.0,2961.0,2861.0,19.0,81.0,Underfill,10.0,Planned Cleaning,604.7,7848.0,1.05,3215.18,3024.0,94.05,87.3,Conditional Pass,25.3,65.2,CitrusCo Ingredients,BEV-2506-69488, No 
BAT-102122,Chennai,CH-02,MC-CH-02-3,Snacks,Chips_50g,C,SUP-CH-21,2025-06-14 03:45:00,2025-06-14 05:35:00,5961.0,5360.0,5003.0,153.0,204.0,Contamination Risk,13.0,Planned Cleaning,522.9,4393.0,0.055,302.26,283.58,93.82,87.0,Conditional Pass,30.1,56.4, SpiceRoute Foods ,SNK-2506-34871,No
BAT-103415,Bengaluru,BL-03,MC-BL-03-1,Beverages,RTD_Tea_250ml,C,SUP-BE-57,2025-06-14 05:45:00,2025-06-14 07:24:00,3292.0,2919.0,2799.0,38.0,82.0,Weight Out of Spec,14.0,POWER FLUCTUATION,291.0,6023.0,0.27,811.84,765.99,94.35,85.8,Conditional Pass,27.0,52.4,AquaPure Pvt Ltd,BEV-2506-17658,No
BAT-105507,Pune,PN-02,MC-PN-02-5,Snacks,Cookies_200g,C,SUP-PU-26,2025-06-14 06:30:00,2025-06-14 08:10:00,2630.0,1615.0,1503.0,30.0,82.0,Label Misprint,37.0,Power Fluctuation,240.7,3581.0,0.215,353.4,329.59,93.26,80.5,Conditional Pass,30.1,48.6,CrunchWorks,SNK-2506-43094,Yes
BAT-104342,Chennai,CH-01,MC-CH-01-2,Beverages,Juice_1L,A,SUP-CH-60,2025-06-14 09:45:00,2025-06-14 11:40:00,3230.0,3010.0,,18.0,54.0,Seal Failure,0.0,No Downtime,447.1,10979.0,1.05,3280.57,3103.8,,92.1,Pass,31.9,70.5,TeaLeaf Traders,BEV-2506-21447,No
BAT-104117,Bengaluru,BL-03,MC-BL-03-3,PersonalCare,Soap_100g,A,SUP-BE-54,2025-06-14 11:45:00,2025-06-14 12:53:00,1745.0,1328.0,1256.0,28.0,44.0,CONTAMINATION RISK,15.0,Power Fluctuation,336.2,4662.0,0.11,149.37,141.24,94.56,84.3, Conditional Pass ,28.3,63.9,AromaLabs, PSC-2506-18263 ,No
 BAT-102072 ,Pune,PN-02,MC-PN-02-5,Beverages,RTD_Tea_250ml,A,SUP-PU-30,2025-06-14 15:15:00,2025-06-14 16:57:00,2854.0,2708.0,2605.0,48.0,55.0,Contamination Risk,0.0,No Downtime,590.9,10776.0,0.27,750.18,716.31,95.49,93.0,Pass,24.7,28.3,TeaLeaf Traders,BEV-2506-20372,No
BAT-101906,Chennai,CH-02,MC-CH-02-4,Beverages,SparklingWater_500ml,B,SUP-CH-94,2025-06-14 17:45:00,2025-06-14 19:52:00,3910.0,3434.0,3269.0,47.0,,Weight Out of Spec,14.0,Power Fluctuation,377.8,8604.0,0.52,1816.24,1724.32,94.94,85.4,Conditional Pass,28.1,68.7,AquaPure Pvt Ltd,BEV-2506-64753,No
BAT-101575, Hyderabad ,HY-02,MC-HY-02-5,Snacks,Chips_50g,B,SUP-HY-33,2025-06-14 19:00:00,2025-06-14 20:18:00,2009.0,2016.0,1932.0,20.0,64.0,Underfill,0.0,No Downtime,462.7,5122.0,0.055,113.98,107.36,94.19,86.7,Conditional Pass,30.9,49.2,GoldenGrain Mills,SNK-2506-32120,No
BAT-101256,Chennai,CH-03,MC-CH-03-1,Dairy,Milk_1L,B,SUP-CH-59,2025-06-14 22:45:00,2025-06-14 23:34:00,1464.0,1055.0,995.0,22.0,38.0,Overfill,15.0,Mechanical Jam,231.5,3694.0,1.03,1137.64,1047.51,92.08,80.6, Conditional Pass ,31.2,66.1,MilkyWay Co-op,DRY-2506-84710,No
BAT-106948,Hyderabad,HY-02,MC-HY-02-2,Beverages,SparklingWater_500ml,B,SUP-HY-19,2025-06-14 23:00:00,2025-06-15 00:25:00,2879.0,2953.0,2853.0,25.0,75.0,Contamination Risk,0.0, No Downtime ,522.6,8230.0,0.52,1550.62,1496.56,,90.6,Pass,31.6,42.4,AquaPure Pvt Ltd,BEV-2506-32347, No 
BAT-101460,Hyderabad,HY-02,MC-HY-02-1,Beverages,RTD_Tea_250ml,B,SUP-HY-62,2025-06-14 23:15:00,2025-06-15 00:42:00,3142.0,2996.0,2861.0,74.0,61.0,Overfill,0.0,No Downtime,376.2,9718.0,0.27,851.14,,93.1,94.1,Pass,27.4,57.6,AquaPure Pvt Ltd, BEV-2506-46764 ,No
 BAT-102054 ,Bengaluru,BL-02,MC-BL-02-5,Snacks,Chips_50g,C,SUP-BE-76,2025-06-15 00:00:00, 2025-06-15 01:39:00 ,3689.0,2998.0,2791.0,91.0,116.0,Seal Failure,18.0,POWER FLUCTUATION,417.8,6553.0,0.055,173.4,158.51,91.41,83.2, Conditional Pass ,25.6,59.7,GoldenGrain Mills,SNK-2506-57886,Yes
BAT-102309,Bengaluru,BL-01,MC-BL-01-6,Dairy,Milk_1L,C,SUP-BE-51,2025-06-15 02:45:00,2025-06-15 03:43:00,1298.0,896.0,849.0,16.0,31.0,Overfill,17.0,Sensor Calibration,252.0,6430.0,1.03,932.78,890.95,95.52,89.1,Conditional Pass,26.0,57.2,FreshFarm Dairies,DRY-2506-23402,NO
BAT-103255,Hyderabad,HY-02,MC-HY-02-2,PersonalCare,Shampoo_250ml,C,SUP-HY-99,2025-06-15 05:30:00,2025-06-15 06:34:00,902.0,926.0,897.0,7.0,22.0,Weight Out of Spec,0.0,No Downtime,429.6,2403.0,0.28,264.81,253.12,95.59,92.8,Pass,32.4,58.6,CareChem Solutions,PSC-2506-38326,No
BAT-101884,Hyderabad,HY-01,MC-HY-01-2,Snacks,Cookies_200g,C,SUP-HY-65,2025-06-15 06:00:00,2025-06-15 07:08:00,3554.0,3449.0,3302.0,48.0,99.0,Seal Failure,0.0, No Downtime ,434.4,5453.0,0.215,794.2,720.25,90.69,91.2,Pass,30.5,47.9,GoldenGrain Mills,SNK-2506-62828,No
BAT-104859,Chennai,CH-02,MC-CH-02-6,HomeCare,Detergent_1kg,C,SUP-CH-88,2025-06-15 06:30:00,2025-06-15 07:42:00,1367.0,827.0,780.0,21.0,26.0, Overfill ,28.0,Planned Cleaning,292.8,4389.0,1.02,866.22,817.02,94.32,82.0,Conditional Pass,31.3,63.4,CleanBase Materials,HMC-2506-15415,No
BAT-101580, Hyderabad ,HY-02,MC-HY-02-2,Beverages,Juice_1L,C,SUP-HY-27,2025-06-15 07:15:00,2025-06-15 08:31:00,2170.0,1342.0,1265.0,32.0,45.0,Label Misprint,29.0,Operator Reset,178.7,8724.0,1.05,1435.55,1361.85,94.87,82.3,Conditional Pass,27.7,55.4,TeaLeaf Traders,BEV-2506-95193,No
BAT-103588,Chennai,CH-03, MC-CH-03-6 ,Beverages,RTD_Tea_250ml,C,SUP-CH-82,2025-06-15 07:30:00,2025-06-15 09:16:00,3708.0,3684.0,3538.0,87.0,59.0,WEIGHT OUT OF SPEC,0.0,No Downtime,529.6,7315.0,0.27,1015.32,978.75,96.4,95.1,Pass,32.6,60.8,TeaLeaf Traders,BEV-2506-11920,No
BAT-107108,Chennai, CH-01 ,MC-CH-01-5,Beverages,SparklingWater_500ml,A,SUP-CH-26,2025-06-15 09:45:00,2025-06-15 11:04:00,2545.0,2038.0,1906.0,66.0,66.0,Weight Out of Spec,18.0,PLANNED CLEANING,227.1,8332.0,0.52,1078.06,1025.44,95.12,86.4,Conditional Pass,30.1,65.3,TeaLeaf Traders,BEV-2506-71218,No
BAT-103945, Bengaluru ,BL-01,MC-BL-01-2,HomeCare,Dishwash_500ml,A,SUP-BE-65,2025-06-15 10:00:00,2025-06-15 11:18:00,1241.0,1074.0,1028.0,16.0,30.0, Label Misprint ,13.0,Operator Reset,359.0,,,618.21,584.64,94.57,,Conditional Pass,26.4,65.9,ChemBlend Industries,HMC-2506-76933,No
BAT-105387,Pune,PN-01,MC-PN-01-3,Snacks,Cookies_200g,A,SUP-PU-99,2025-06-15 10:15:00,2025-06-15 11:12:00,2532.0,2496.0,2352.0,60.0,,Overfill,0.0,No Downtime,305.7,3386.0,0.215,566.37,518.58,91.56,88.1,Conditional Pass,32.4,49.6,CrunchWorks,SNK-2506-72539,No
BAT-106253,Hyderabad,HY-02,MC-HY-02-1,PersonalCare,Shampoo_250ml,A,SUP-HY-26,2025-06-15 11:15:00,2025-06-15 12:43:00,1277.0,1239.0,1177.0,34.0,28.0,Underfill,0.0,No Downtime,332.3,5451.0,0.28,356.32,339.08,95.16,93.3,Pass,29.0,48.7,AromaLabs, PSC-2506-62459 ,No
BAT-101922,Bengaluru,BL-02, MC-BL-02-5 ,Dairy,Milk_1L,A,SUP-BE-53,2025-06-15 11:30:00, 2025-06-15 13:04:00 ,2634.0,1913.0,1811.0,18.0,84.0,UNDERFILL,24.0,Mechanical Jam,364.6,7530.0,1.03,2046.45,1883.87,92.06,84.7,Conditional Pass,29.5,64.2,FreshFarm Dairies,DRY-2506-37610,Yes
BAT-102545,Pune,PN-02,MC-PN-02-3,PersonalCare, Shampoo_250ml ,A,SUP-PU-24,2025-06-15 11:30:00,2025-06-15 12:32:00,936.0,900.0,859.0,23.0,18.0,Underfill,0.0,No Downtime,375.9,4849.0,0.28,259.93,246.96,95.01,94.6,Pass,24.0,42.7,HerbalEssence Supply,PSC-2506-88770,No
BAT-100864,Pune,PN-02,MC-PN-02-4,Beverages,Juice_1L,A,SUP-PU-27,2025-06-15 13:45:00,2025-06-15 15:46:00,3338.0,2559.0,2418.0,51.0,,Seal Failure,31.0,Sensor Calibration,587.8,14894.0,1.05,2720.16,2592.45,95.31,83.2,Conditional Pass,28.8,61.8,TEALEAF TRADERS,BEV-2506-52779,Yes
BAT-103087,Pune,PN-02,MC-PN-02-4,PersonalCare, Soap_100g ,A, SUP-PU-25 ,2025-06-15 15:30:00,2025-06-15 16:43:00,1872.0,1826.0,1772.0,18.0,36.0,Underfill,0.0,No Downtime,,4210.0,0.11,203.45,196.9,96.78,91.7,Pass,28.7,46.0,CareChem Solutions,PSC-2506-47589,No
BAT-103720,Hyderabad,HY-01,MC-HY-01-4,HomeCare,Detergent_1kg,B,SUP-HY-59,2025-06-15 16:00:00,2025-06-15 17:44:00,1072.0,948.0,918.0,8.0,22.0,Weight Out of Spec,12.0, Power Fluctuation ,643.7,3474.0,1.02,978.44,944.52,96.53,89.9,Conditional Pass,32.9,72.9,CleanBase Materials,HMC-2506-19773,No
BAT-100125,Hyderabad,HY-01,MC-HY-01-4,Beverages,Juice_1L,B,SUP-HY-72,2025-06-15 22:45:00,2025-06-16 00:09:00,1573.0,1497.0,1428.0,28.0,41.0,Weight Out of Spec,7.0,Power Fluctuation,362.9,9917.0,1.05,1615.31,1528.8,94.64,91.3,Pass,26.2,58.9,CitrusCo Ingredients,BEV-2506-55224,No
BAT-107149,Bengaluru,BL-01, MC-BL-01-5 , PersonalCare ,Toothpaste_150g,B,SUP-BE-54,2025-06-15 23:15:00,2025-06-16 00:38:00,1816.0,1509.0,1420.0,36.0,53.0,Label Misprint,13.0,Sensor Calibration,226.2,3057.0,0.19,296.86,276.64,93.19,83.3,Conditional Pass,29.7,76.1,CARECHEM SOLUTIONS,PSC-2506-21700,No
BAT-101862,Bengaluru,BL-01,MC-BL-01-5,PersonalCare,Soap_100g,B,SUP-BE-53,2025-06-15 23:15:00,2025-06-16 00:35:00,1329.0,1297.0,1245.0,20.0,32.0,Underfill,0.0,No Downtime,355.2,4824.0,0.11,147.41,139.15,94.4,91.2,Pass,24.6,62.4,AromaLabs,PSC-2506-99102,No
BAT-107060,Pune,PN-01,MC-PN-01-5,Snacks,Chips_50g, C ,SUP-PU-51,2025-06-16 00:30:00,2025-06-16 01:30:00,2716.0,1561.0,1441.0,52.0,68.0,Damaged Pack,25.0,Planned Cleaning,125.8,2674.0,0.055,91.42,82.11,89.82,79.1,Fail,22.1,45.8,SpiceRoute Foods, SNK-2506-75777 ,Yes
BAT-101487,Bengaluru,BL-03,MC-BL-03-2,PersonalCare,Shampoo_250ml,C,SUP-BE-53,2025-06-16 01:00:00,2025-06-16 02:02:00,1444.0,826.0,766.0,24.0,36.0,Contamination Risk,27.0,Operator Reset,190.2,2619.0,0.28,241.39,221.2,91.64,82.2, Conditional Pass ,28.0,58.8, CARECHEM SOLUTIONS ,PSC-2506-51832,No
BAT-105161,Hyderabad,HY-01,MC-HY-01-6,BEVERAGES,SparklingWater_500ml,C,SUP-HY-81,2025-06-16 01:15:00,2025-06-16 02:39:00,2194.0,1911.0,1828.0,25.0,58.0,Weight Out of Spec,9.0,Changeover,486.2,8703.0,,1004.83,963.56,95.89,87.6,Conditional Pass,31.3,49.9,TeaLeaf Traders,BEV-2506-31945,No
BAT-106749,HYDERABAD,HY-01,MC-HY-01-1,Snacks,Chips_50g,C,SUP-HY-35,2025-06-16 01:15:00,2025-06-16 02:27:00,3343.0,2296.0,2178.0,19.0,99.0,Overfill,22.0,Operator Reset,229.3,5835.0,0.055,134.39,120.83,89.91,80.1,Conditional Pass,29.3,50.5,GoldenGrain Mills,SNK-2506-91285,No
BAT-103525,Hyderabad, HY-01 ,MC-HY-01-5,Dairy,Yogurt_150g,C,SUP-HY-32,2025-06-16 03:45:00,2025-06-16 05:15:00,1743.0,1741.0,1669.0,20.0,52.0,Label Misprint,0.0,No Downtime,426.7,8974.0,0.165,297.35,278.69,93.72,88.8, Conditional Pass ,31.1,55.0,FRESHFARM DAIRIES,DRY-2506-68628,No
BAT-104778,Chennai,CH-04,MC-CH-04-4,HomeCare,Dishwash_500ml,A,SUP-CH-46,2025-06-16 08:15:00,2025-06-16 09:56:00,1382.0,981.0,929.0,17.0,,Overfill,32.0,Planned Cleaning,384.2,6681.0,0.56,552.29,529.76,95.92,84.5,Conditional Pass,26.8,73.5,ChemBlend Industries, HMC-2506-78744 ,No
BAT-103558,Pune,PN-01,MC-PN-01-6,HomeCare,Detergent_1kg,A,SUP-PU-17,2025-06-16 08:30:00,2025-06-16 10:51:00,2741.0,2668.0,2588.0,33.0,47.0,Underfill,0.0,No Downtime,1005.5,9988.0,1.02,2751.19,2673.42,97.17,92.0,Pass,31.9,45.3,CleanBase Materials, HMC-2506-82180 ,No
BAT-100807,Pune,PN-01,MC-PN-01-1,PersonalCare,Toothpaste_150g, A ,SUP-PU-47,2025-06-16 08:45:00,2025-06-16 10:48:00,3130.0,3030.0,2918.0,48.0,64.0,Label Misprint,0.0,No Downtime,,10270.0,,583.15,563.54,96.64,93.1,Pass,27.6,71.9,HerbalEssence Supply,PSC-2506-50279,No
BAT-106867,Chennai,CH-02,MC-CH-02-2,Beverages,Juice_1L,A,SUP-CH-27,2025-06-16 09:00:00,2025-06-16 10:38:00,1790.0,1675.0,1581.0,49.0,45.0,Overfill,9.0,Mechanical Jam,499.0,11762.0,1.05,1791.26,,95.55,87.8,Conditional Pass,32.2,74.2,AquaPure Pvt Ltd,BEV-2506-97050,No
BAT-104903,Bengaluru,BL-01,MC-BL-01-2, HomeCare ,Dishwash_500ml,A,SUP-BE-78,2025-06-16 09:30:00,2025-06-16 11:19:00,2172.0,2105.0,2023.0,39.0,43.0,Damaged Pack,0.0,No Downtime,744.0,4859.0,,1198.81,1154.72,96.32,90.0,PASS,26.3,65.3,ChemBlend Industries,HMC-2506-74431,No
BAT-103031,Pune,PN-02,MC-PN-02-6,PersonalCare,Soap_100g,A,SUP-PU-12,2025-06-16 09:45:00,2025-06-16 11:25:00,2137.0,1552.0,1457.0,38.0,57.0,Contamination Risk,30.0,Operator Reset,416.6,4700.0,0.11,175.78,164.45,93.55,77.5,FAIL,27.2,65.9,HerbalEssence Supply,PSC-2506-41531,Yes
BAT-105514,Chennai,CH-01,MC-CH-01-3, Dairy ,Milk_1L,A,SUP-CH-77,2025-06-16 15:45:00,2025-06-16 16:46:00,1822.0,,1755.0,43.0,41.0,Seal Failure,0.0,NO DOWNTIME,338.5,7878.0,1.03,2003.8,1851.94,92.42,89.8,Conditional Pass,30.8,69.8,MilkyWay Co-op,DRY-2506-74213,No
BAT-105969,Hyderabad,HY-02,MC-HY-02-4,Snacks,Chips_50g,B,SUP-HY-25,2025-06-16 17:00:00,2025-06-16 18:04:00,2298.0,2025.0,1901.0,,68.0,Contamination Risk,,Operator Reset,291.4,3629.0,0.055,117.24,107.64,91.81,88.7,CONDITIONAL PASS,27.6,64.4, SpiceRoute Foods ,SNK-2506-59989,No
BAT-102351,Pune,PN-02,MC-PN-02-3,PersonalCare,Soap_100g,B,SUP-PU-76,2025-06-16 21:45:00,2025-06-16 23:06:00,1512.0,1042.0,977.0,24.0,41.0,Weight Out of Spec,26.0, Sensor Calibration ,172.0,3163.0,0.11,118.9,110.11,92.61,83.1,Conditional Pass,29.5,52.3,CareChem Solutions,PSC-2506-33552,Yes
BAT-100461,Pune,PN-01,MC-PN-01-3,Snacks,Cookies_200g,C,SUP-PU-82,2025-06-17 00:45:00,2025-06-17 02:31:00,2964.0,2841.0,2695.0,33.0,113.0,Label Misprint,8.0,Planned Cleaning,575.6,7112.0,0.215,636.06,586.52,92.21,86.1,Conditional Pass,28.3,42.7,CrunchWorks,SNK-2506-65014,No
BAT-104362,Pune,PN-02,MC-PN-02-4,Snacks,Chips_50g,C,SUP-PU-20,2025-06-17 02:00:00,2025-06-17 03:49:00,3275.0,3081.0,2952.0,19.0,110.0,Overfill,0.0,No Downtime,530.9,7827.0,0.055,180.32,163.41,90.62,85.1,Conditional Pass,27.7,45.2,SpiceRoute Foods,SNK-2506-38696,No
BAT-107138,Pune,PN-02,MC-PN-02-5,Dairy,Yogurt_150g,C,SUP-PU-74,2025-06-17 04:45:00,2025-06-17 06:12:00,2265.0,2095.0,2016.0,34.0,45.0,Contamination Risk,0.0,No Downtime,435.1,6557.0,0.165,353.64,338.25,95.65,94.4,Pass,29.3,39.9,FreshFarm Dairies,DRY-2506-77069,No
 BAT-104107 ,Pune,PN-01,MC-PN-01-1,HomeCare,Dishwash_500ml,C,SUP-PU-31,2025-06-17 04:45:00,2025-06-17 07:07:00,2195.0,1944.0,1863.0,29.0,52.0,Contamination Risk,12.0,Mechanical Jam,733.6,11895.0,0.56,1093.97,1059.52,96.85,87.8,Conditional Pass,26.9,49.8,ChemBlend Industries,HMC-2506-64669,No
BAT-105719,Hyderabad,HY-02,MC-HY-02-4,PersonalCare,Toothpaste_150g,C,SUP-HY-20,2025-06-17 07:00:00,2025-06-17 07:57:00,1540.0,1280.0,1237.0,10.0,33.0,Contamination Risk,10.0,Mechanical Jam,179.2,3413.0,0.19,248.53,236.93,95.33,93.4,Pass,29.8,52.1, AromaLabs ,PSC-2506-64071,No
BAT-105467,Chennai,CH-03,MC-CH-03-2,Dairy,Milk_1L,A,SUP-CH-10,2025-06-17 08:30:00,2025-06-17 10:23:00,2831.0,2681.0,2563.0,61.0,57.0,Weight Out of Spec,0.0,No Downtime,680.4,6336.0,1.03,2871.65,2702.72,94.12,92.4,Pass,30.5,60.0,FreshFarm Dairies,DRY-2506-28023, No 
BAT-103504,Hyderabad,HY-01,MC-HY-01-2,Dairy,Milk_1L,A,SUP-HY-85,2025-06-17 09:45:00,2025-06-17 11:19:00,1989.0,1365.0,1272.0,33.0,60.0,Underfill,28.0,Mechanical Jam,404.5,5355.0,1.03,1469.54,1344.15,91.47,75.9,Fail,32.0,,MilkyWay Co-op,DRY-2506-72969,Yes
BAT-100646,Bengaluru,BL-01,MC-BL-01-2,Beverages,SparklingWater_500ml,A,SUP-BE-14,2025-06-17 11:15:00,2025-06-17 12:48:00,3069.0,2758.0,2657.0,32.0,69.0,Seal Failure,12.0,Changeover,563.1,7049.0,0.52,1504.34,,92.95,89.7,Conditional Pass,26.0,64.3,AQUAPURE PVT LTD,BEV-2506-99515,No
BAT-104279,Chennai,CH-01,MC-CH-01-2,BEVERAGES,SparklingWater_500ml,B,SUP-CH-16,2025-06-17 19:30:00,2025-06-17 20:39:00,1982.0,1849.0,1757.0,53.0,39.0,Underfill,0.0,No Downtime,452.6,7019.0,0.52,985.13,941.2,95.54,94.1,Pass,29.8,76.7,TeaLeaf Traders,BEV-2506-25727, No 
BAT-105314,Bengaluru,BL-01,MC-BL-01-3,HomeCare,Detergent_1kg, B ,SUP-BE-63,2025-06-17 19:30:00,2025-06-17 20:53:00,1864.0,1808.0,1727.0,42.0,39.0,Weight Out of Spec,0.0,No Downtime,331.7,5722.0,1.02,1885.58,1804.38,95.69,92.9,Pass,28.0,71.6,ChemBlend Industries,HMC-2506-16916,No
BAT-105634,Hyderabad,HY-01,MC-HY-01-5,HomeCare,Detergent_1kg,B,SUP-HY-95,2025-06-17 21:00:00,2025-06-17 22:31:00,1496.0,913.0,847.0,27.0,39.0,Underfill,35.0,Operator Reset,266.8,5521.0,1.02,938.36,891.48,95.0,82.1,Conditional Pass,31.4,61.3,CleanBase Materials,HMC-2506-38704, No 
BAT-101937,Chennai,CH-01,MC-CH-01-4,HomeCare,Detergent_1kg,B,SUP-CH-76,2025-06-17 22:45:00,2025-06-18 01:11:00,,2378.0,2238.0,56.0,84.0,Label Misprint,20.0,Mechanical Jam,499.1,9147.0,1.02,,2339.88,93.6,81.0,Conditional Pass,28.4,76.9,ChemBlend Industries,HMC-2506-25722,Yes
BAT-105535,Hyderabad,HY-02,MC-HY-02-3,HomeCare,Dishwash_500ml,B,SUP-HY-56,2025-06-17 23:45:00,2025-06-18 00:57:00,1362.0,1416.0,1374.0,20.0,22.0,Weight Out of Spec,0.0,No Downtime,315.8,2777.0,0.56,807.73,780.64,96.65,95.2,Pass,27.5,39.9,ChemBlend Industries,HMC-2506-69848,No
BAT-107139,Hyderabad,HY-01,MC-HY-01-2,HomeCare,Detergent_1kg,C,SUP-HY-97,2025-06-18 00:00:00,2025-06-18 01:58:00,1810.0,1388.0,1324.0,12.0,52.0,Underfill,25.0,Planned Cleaning,340.9,6699.0,1.02,1425.95,1362.72,95.57,80.6,Conditional Pass,30.6,54.1,ChemBlend Industries,HMC-2506-21954,No
BAT-103290,Bengaluru,BL-03,MC-BL-03-6,Snacks,Cookies_200g,C,SUP-BE-54,2025-06-18 01:00:00,2025-06-18 01:57:00,1875.0,1249.0,1161.0,35.0,53.0,Overfill,18.0,Changeover,199.2,2019.0,0.215,275.19,257.14,93.44,80.6, Conditional Pass ,25.4,59.8,GoldenGrain Mills,SNK-2506-69729,No
BAT-101767,Pune,PN-02,MC-PN-02-5,Dairy,Milk_1L,C, SUP-PU-94 ,2025-06-18 01:15:00,2025-06-18 02:16:00,932.0,875.0,838.0,15.0,22.0,Weight Out of Spec,4.0,Changeover,321.6,3619.0,1.03,950.25,878.59,92.46,90.0,Pass,32.6,60.0,MilkyWay Co-op,DRY-2506-86115,No
BAT-101720,Hyderabad,HY-02,MC-HY-02-3,BEVERAGES,Juice_1L,C,SUP-HY-11,2025-06-18 02:45:00,2025-06-18 04:51:00,,2798.0,2668.0,50.0,80.0,Label Misprint,18.0,Sensor Calibration,674.7,10744.0,1.05,3035.75,2853.9,94.01,82.6,Conditional Pass,29.3,47.4,AquaPure Pvt Ltd,BEV-2506-89967,Yes
BAT-101150,Hyderabad, HY-02 ,MC-HY-02-5,Dairy,Yogurt_150g,C,SUP-HY-50,2025-06-18 03:45:00, 2025-06-18 04:47:00 ,958.0,995.0,957.0,8.0,30.0,Underfill,0.0,No Downtime,199.7,5510.0,0.165,171.94,159.22,92.6,89.1,Conditional Pass,31.3,44.5,FreshFarm Dairies,DRY-2506-32719,No
BAT-106777,PUNE,PN-01,MC-PN-01-5,HomeCare,Detergent_1kg,A,SUP-PU-55,2025-06-18 12:15:00,2025-06-18 13:20:00,782.0,735.0,717.0,7.0,11.0,Label Misprint,0.0,No Downtime,298.7,2584.0,1.02,779.31,738.48,94.76,93.9,Pass,24.7,44.9,ChemBlend Industries,HMC-2506-42143,No
BAT-103334,Bengaluru,BL-03,MC-BL-03-1,PersonalCare,Toothpaste_150g,A,SUP-BE-63,2025-06-18 14:15:00,2025-06-18 16:33:00,1989.0,1807.0,1740.0,19.0,48.0,Overfill,14.0,Changeover,521.5,7542.0,0.19,350.53,334.21,95.34,88.1,Conditional Pass,26.8,63.3,CareChem Solutions,PSC-2506-66691,No
BAT-100313,Chennai,CH-02,MC-CH-02-2,PersonalCare,Shampoo_250ml,B,SUP-CH-76,2025-06-18 19:15:00,2025-06-18 20:21:00,1684.0,1196.0,1121.0,34.0,41.0,Seal Failure,19.0,Sensor Calibration,157.6,4971.0,0.28,344.18,323.4,93.96,84.1,Conditional Pass,27.8,67.1,HerbalEssence Supply,PSC-2506-36878,Yes
BAT-101497,Hyderabad,HY-02,MC-HY-02-3,HomeCare,Detergent_1kg,B,SUP-HY-72,2025-06-18 19:30:00,2025-06-18 20:43:00,925.0,772.0,734.0,17.0,21.0,Label Misprint,12.0,Sensor Calibration,334.4,3046.0,1.02,798.3,766.02,95.96,84.3,Conditional Pass,26.9,52.6,CleanBase Materials,HMC-2506-83333,No
BAT-104275,Pune,PN-02,MC-PN-02-3,Snacks,Chips_50g,B,SUP-PU-98,2025-06-18 19:30:00,2025-06-18 21:14:00,4018.0,3370.0,3165.0,49.0,156.0,Underfill,20.0,Mechanical Jam,479.2,7089.0,0.055,195.35,176.77,90.49,75.5,Fail,25.1,42.4,GoldenGrain Mills,SNK-2506-77919, Yes 
BAT-107349,Bengaluru,BL-01,MC-BL-01-6,Beverages,RTD_Tea_250ml,B,SUP-BE-63,2025-06-18 21:15:00,2025-06-18 22:54:00,2986.0,2780.0,2665.0,45.0,70.0,Damaged Pack,9.0,Planned Cleaning,535.8,11935.0,0.27,772.54,731.7,94.71,87.6,CONDITIONAL PASS,28.4,47.2,CitrusCo Ingredients,BEV-2506-55615,No
BAT-105152,Hyderabad,HY-01,MC-HY-01-2,Snacks,Chips_50g,C,SUP-HY-59,2025-06-19 00:00:00,2025-06-19 01:07:00,2019.0,1624.0,1517.0,46.0,61.0,Overfill,11.0,Sensor Calibration,177.7,5401.0,0.055,95.73,85.97,89.8,82.2,Conditional Pass,29.5,42.4,GOLDENGRAIN MILLS,SNK-2506-22796,No
BAT-107473,Chennai,CH-03,MC-CH-03-1,Beverages,SparklingWater_500ml,C,SUP-CH-74,2025-06-19 00:00:00,2025-06-19 02:04:00,3820.0,3591.0,3397.0,103.0,91.0,Seal Failure,0.0,No Downtime,471.4,11580.0,0.52,1884.28,1820.0,96.59,90.7,Pass,30.2,65.5,TeaLeaf Traders,BEV-2506-67924,No
BAT-106672,Hyderabad,HY-01, MC-HY-01-2 ,Snacks,Cookies_200g,C,SUP-HY-89,2025-06-19 00:00:00,2025-06-19 00:45:00,2054.0,1337.0,1247.0,40.0,50.0,Weight Out of Spec,15.0,Mechanical Jam,177.6,2342.0,0.215,296.06,276.7,93.46,80.5,Conditional Pass,29.3,54.7,GoldenGrain Mills,SNK-2506-97512,No
BAT-103882, Pune , PN-02 ,MC-PN-02-6,Snacks,Chips_50g,C,SUP-PU-58, 2025-06-19 00:00:00 ,2025-06-19 01:02:00,2744.0,2673.0,2579.0,20.0,74.0,DAMAGED PACK,0.0,No Downtime,296.1,3580.0,0.055,158.75,142.94,90.04,90.1,Pass,31.2,47.8,SpiceRoute Foods,SNK-2506-57524,No
